AvyYear,YYYY,MM,DD,Location,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
1999,1999,5,24,SITKA,TN,AK,0.000,0.000,Hiker,,1,,5/24/1999
1999,1999,4,29,WRANGELL-ST ELIAS,BC,AK,0.000,0.000,Climber,,1,,4/29/1999
1999,1999,4,27,MT MCGINNIS JUNEAU,BC,AK,0.000,0.000,Backcountry Tourer,Snowboard,1,,4/27/1999
1999,1999,4,16,TALKEETNA MTNS CANTW,BC,AK,0.000,0.000,Snowmobiler,,1,,4/16/1999
1999,1999,4,15,CORDOVA,RD,AK,0.000,0.000,Others at Work,,1,,4/15/1999
1999,1999,4,7,OPHIR,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,4/7/1999
1999,1999,4,3,CHUGACH MTNS,BC,AK,0.000,0.000,Snowmobiler,,1,,4/3/1999
1999,1999,3,21,TURNAGAIN PASS,BC,AK,0.000,0.000,Snowmobiler,,6,,3/21/1999
1999,1999,2,14,MT BAKER,SA,WA,0.000,0.000,Sidecountry Rider,Ski,1,,2/14/1999
1999,1999,2,6,CUMBERLAND PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,2/6/1999
1999,1999,2,6,LITTLE COTTON WD CNY,BC,UT,0.000,0.000,Hiker,Snowshoe,1,,2/6/1999
1999,1999,2,6,CUMBERLAND PASS,BC,CO,0.000,0.000,Snowmobiler,,1,,2/6/1999
1999,1999,2,6,DONNER SUMMIT,BC,CA,0.000,0.000,Snowplayer,,1,,2/6/1999
1999,1999,1,30,GRAND MESA,BC,CO,0.000,0.000,Snowmobiler,,1,,1/30/1999
1999,1999,1,29,BLUE MOUNTAINS,BC,OR,0.000,0.000,Backcountry Tourer,Snowboard,1,,1/29/1999
1999,1999,1,29,S WASATCH MT NEBO,BC,UT,0.000,0.000,Snowmobiler,,1,,1/29/1999
1999,1999,1,22,ASPEN HIGHLANDS,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/22/1999
1999,1999,1,19,JACKSON HOLE,SA,WY,0.000,0.000,Inbounds Rider,Snowboard,1,,1/19/1999
1999,1999,1,18,MT BAKER,SA,WA,0.000,0.000,Sidecountry Rider,Ski,1,,1/18/1999
1999,1999,1,4,TOGWOTEE PASS,BC,WY,0.000,0.000,Snowmobiler,,1,,1/4/1999
1999,1999,1,2,FAIRVIEW CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Snowboard,2,,1/2/1999
1999,1998,12,30,BITTERROOT MTNS,BC,MT,0.000,0.000,Snowmobiler,,1,,12/30/1998
1999,1998,11,15,LIMA PKS S OF DILLON,BC,MT,0.000,0.000,Hunter,,1,,11/15/1998
1999,1998,11,7,SNOWBIRD,BC,UT,0.000,0.000,Sidecountry Rider,Snowboard,1,,11/7/1998
1998,1998,6,11,MT RAINER,BC,WA,0.000,0.000,Climber,,1,,6/11/1998
1998,1998,5,31,MT HOOD,BC,OR,0.000,0.000,Climber,,1,,5/31/1998
1998,1998,4,25,DENALI /,BC,AK,0.000,0.000,Snowmobiler,,1,,4/25/1998
1998,1998,4,19,BERTHOUD PASS russel,BC,CO,0.000,0.000,Hiker,Snowshoe,1,,4/19/1998
1998,1998,4,1,ST MARYS GLACIER,BC,CO,0.000,0.000,Hiker,,1,,4/1/1998
1998,1998,3,8,ASPEN MTN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,3/8/1998
1998,1998,3,1,BERTHOUD PASS russel,BC,CO,0.000,0.000,Sidecountry Rider,Snowboard,1,,3/1/1998
1998,1998,2,22,MORMOM HILL,BC,ID,0.000,0.000,Snowmobiler,,1,,2/22/1998
1998,1998,2,11,DONNER PASS,BC,CA,0.000,0.000,Sidecountry Rider,Snowboard,1,,2/11/1998
1998,1998,1,24,INSPIRATION PASS,BC,MT,0.000,0.000,Snowmobiler,,1,,1/24/1998
1998,1998,1,21,LIZARD HEAD PASS San Bernardo Pk,BC,CO,0.000,0.000,Backcountry Tourer,Snowboard,1,,1/21/1998
1998,1998,1,18,BLEWETT PASS,BC,WA,0.000,0.000,Snowmobiler,,1,,1/18/1998
1998,1998,1,18,SUMMIT CNTY,BC,UT,0.000,0.000,Snowmobiler,,1,,1/18/1998
1998,1998,1,18,MADISON RANGE,BC,MT,0.000,0.000,Snowmobiler,,1,,1/18/1998
1998,1998,1,18,COOKE CITY,BC,MT,0.000,0.000,Snowmobiler,Snowmobile,3,,1/18/1998
1998,1998,1,17,MT PLEASANT,BC,UT,0.000,0.000,Snowmobiler,,1,,1/17/1998
1998,1998,1,11,ENCAMPMENT battle lk,BC,WY,0.000,0.000,Snowmobiler,,1,,1/11/1998
1998,1998,1,3,MISSION MTNS,BC,MT,0.000,0.000,Climber,,1,,1/3/1998
1998,1998,1,3,HAMILTON,BC,MT,0.000,0.000,Snowmobiler,,1,,1/3/1998
1998,1998,1,3,ISLAND PARK reas pk,BC,ID,0.000,0.000,Snowmobiler,,1,,1/3/1998
1998,1998,1,3,ISLAND PARK sawtell,BC,ID,0.000,0.000,Snowmobiler,,1,,1/3/1998
1998,1997,12,30,GUANELLA PASS,BC,CO,0.000,0.000,Hiker,Snowshoe,1,,12/30/1997
1998,1997,11,23,CROW PASS,BC,AK,0.000,0.000,Hiker,,1,,11/23/1997
1998,1997,11,9,HATCHER PASS,BC,AK,0.000,0.000,Backcountry Tourer,Snowboard,1,,11/9/1997
1997,1997,7,5,GLADSTONE PK,BC,CO,0.000,0.000,Climber,,1,,7/5/1997
1997,1997,6,6,DENALI / MT HUNTER,BC,AK,0.000,0.000,Climber,,1,,6/6/1997
1997,1997,5,29,DENALI / MT MCKINELY,BC,AK,0.000,0.000,Climber,,1,,5/29/1997
1997,1997,4,11,GAKONA GLACIER,BC,AK,0.000,0.000,Snowmobiler,,1,,4/11/1997
1997,1997,3,8,PRIEST LAKE,BC,ID,0.000,0.000,Snowmobiler,,1,,3/8/1997
1997,1997,3,3,YELLOWSTONE,BC,WY,0.000,0.000,Others at Work,,2,,3/3/1997
1997,1997,2,21,JACKSON,BC,MT,0.000,0.000,Snowmobiler,,1,,2/21/1997
1997,1997,2,1,CASCADE,BC,ID,0.000,0.000,Snowmobiler,,1,,2/1/1997
1997,1997,1,25,LOGAN CANYON BV FALL,BC,UT,0.000,0.000,Climber,,1,,1/25/1997
1997,1997,1,17,RESURRECTION PASS,BC,AK,0.000,0.000,Hunter,,1,,1/17/1997
1997,1997,1,11,LOGAN CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Foot,3,,1/11/1997
1997,1997,1,11,MONTPEILER,BC,ID,0.000,0.000,Snowmobiler,,1,,1/11/1997
1997,1996,12,28,MT INDEX,BC,WA,0.000,0.000,Misc Recreation,,3,,12/28/1996
1997,1996,12,26,Flagstaff Peak near ALTA,BC,UT,0.000,0.000,Backcountry Tourer,Snowboard,1,,12/26/1996
1997,1996,12,23,CHAIR MOUNTAIN,BC,WA,0.000,0.000,Climber,,2,,12/23/1996
1997,1996,12,8,BOUNTIFUL PK,BC,UT,0.000,0.000,Snowmobiler,,1,,12/8/1996
1996,1996,6,24,MT HUNTER,BC,AK,0.000,0.000,Climber,,2,,6/24/1996
1996,1996,6,12,MT SAINT ELIAS,BC,AK,0.000,0.000,Climber,,1,,6/12/1996
1996,1996,5,13,MT HUNTER,BC,AK,0.000,0.000,Climber,,2,,5/13/1996
1996,1996,3,24,LITTLE COTTONWOOD CN,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,3/24/1996
1996,1996,3,24,MT WASHINGTON,BC,NH,0.000,0.000,Hiker,,2,,3/24/1996
1996,1996,3,9,W YELLOWSTONE,BC,MT,0.000,0.000,Snowmobiler,,1,,3/9/1996
1996,1996,3,4,EAST VAIL CHUTES,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,3/4/1996
1996,1996,2,25,W YELLOWSTONE,BC,MT,0.000,0.000,Snowmobiler,,1,,2/25/1996
1996,1996,2,21,VAIL,TN,CO,0.000,0.000,Resident,Foot,1,,2/21/1996
1996,1996,2,18,DELTA RANGE,BC,AK,0.000,0.000,Climber,,3,,2/18/1996
1996,1996,2,11,MISSION MTNS POULSON,BC,MT,0.000,0.000,Snowmobiler,,1,,2/11/1996
1996,1996,2,10,SUN VALLEY,BC,ID,0.000,0.000,Mechanized Guide,,1,,2/10/1996
1996,1996,2,10,SALT MTN RNG,BC,WY,0.000,0.000,Snowmobiler,,1,,2/10/1996
1996,1996,2,4,TAOS,BC,NM,0.000,0.000,Backcountry Tourer,Ski,1,,2/4/1996
1996,1996,2,4,ABASIN BEAVERS 2,BC,CO,0.000,0.000,Sidecountry Rider,Snowboard,1,,2/4/1996
1996,1996,2,3,COTTONWOOD PASS,BC,CO,0.000,0.000,Snowmobiler,,1,,2/3/1996
1996,1996,2,2,SOLITUDE,SA,UT,0.000,0.000,Ski Patroller,,1,,2/2/1996
1996,1996,1,27,ASPEN PYRAMID PK,BC,CO,0.000,0.000,Climber,,1,,1/27/1996
1996,1996,1,23,ASPEN MCFARLANE BOWL,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/23/1996
1996,1996,1,21,CENTENIAL,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,1/21/1996
1996,1996,1,14,SNAKE RIV CNYN,SA,WY,0.000,0.000,Mechanized Guiding Client,,1,,1/14/1996
1996,1996,1,5,GALENA PASS,BC,ID,0.000,0.000,Backcountry Tourer,Snowboard,2,,1/5/1996
1996,1996,1,5,MT WASHINGTON,BC,NH,0.000,0.000,Hiker,,1,,1/5/1996
1996,1995,12,31,VAIL PASS Narrows,BC,CO,0.000,0.000,Backcountry Tourer,Snowboard,1,,12/31/1995
1995,1995,6,14,TIOGA PASS,BC,CA,0.000,0.000,Highway Personnel,,1,,6/14/1995
1995,1995,6,0,GLACIER NP,BC,MT,0.000,0.000,Climber,,1,,5/31/1995
1995,1995,4,24,TETON PASS,BC,WY,0.000,0.000,Backcountry Tourer,Snowboard,1,,4/24/1995
1995,1995,4,24,PIKES PEAK,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,4/24/1995
1995,1995,4,24,MT ORVILLE GLAC BAY,BC,AK,0.000,0.000,Climber,,3,,4/24/1995
1995,1995,4,24,ANACONDA,BC,MT,0.000,0.000,Snowmobiler,,2,,4/24/1995
1995,1995,4,9,ENGINEER MTN,BC,CO,0.000,0.000,Climber,,1,,4/9/1995
1995,1995,2,25,DOUGLAS ISLAND,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,2/25/1995
1995,1995,2,25,"RUBY CK, URAD MINE",BC,CO,0.000,0.000,Snowmobiler,,1,,2/25/1995
1995,1995,2,22,KENAI MTNS,BC,AK,0.000,0.000,Snowmobiler,,1,,2/22/1995
1995,1995,2,14,CONUNDRUM CREEK,RS,CO,0.000,0.000,Resident,Foot,1,,2/14/1995
1995,1995,2,12,BIG COTTONWOOD CYN,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/12/1995
1995,1995,2,12,DRY GULCH,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,2/12/1995
1995,1995,1,30,"Agassiz Peak, east of ARIZONA SNOWBOWL",BC,AZ,0.000,0.000,Sidecountry Rider,Snowboard,1,,1/30/1995
1995,1995,1,24,MT BALDY,SA,CA,0.000,0.000,Inbounds Rider,Snowboard,1,,1/24/1995
1995,1995,1,22,MIDWAY,RS,UT,0.000,0.000,Resident,Foot,1,,1/22/1995
1995,1995,1,21,KELBER PASS,BC,CO,0.000,0.000,Snowmobiler,,1,,1/21/1995
1995,1995,1,14,FRANCIES CABIN,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/14/1995
1995,1995,1,7,"CUTLER BASIN, OGDEN",BC,UT,0.000,0.000,Snowmobiler,,2,,1/7/1995
1995,1994,12,17,MISSION RIDGE,SA,WA,0.000,0.000,Ski Patroller,,1,,12/17/1994
1995,1994,11,6,SNOWBIRD,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,11/6/1994
1995,1994,11,2,HATCHER PASS,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,11/2/1994
1995,1994,10,16,MT BELFORD,BC,CO,0.000,0.000,Climber,,2,,10/16/1994
1994,1994,7,23,MT HOOD,BC,OR,0.000,0.000,Climber,,2,,7/23/1994
1994,1994,4,9,COAL BANK PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,4/9/1994
1994,1994,3,28,"POWERLINE PASS, CHUG",BC,AK,0.000,0.000,Snowmobiler,,1,,3/28/1994
1994,1994,3,27,"BOULDER CRK, KENAI",BC,AK,0.000,0.000,Snowmobiler,,1,,3/27/1994
1994,1994,2,25,GRAYS RIVER RD,BC,WY,0.000,0.000,Snowmobiler,,1,,2/25/1994
1994,1994,2,18,BRIGHTON,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/18/1994
1994,1994,1,8,COOKE CITY,BC,MT,0.000,0.000,Snowmobiler,,1,,1/8/1994
1994,1993,12,31,PETERS RIDGE,BC,MT,0.000,0.000,Snowmobiler,,5,,12/31/1993
1993,1993,8,15,BARNARD GLACIER,BC,AK,0.000,0.000,Hunter,,1,,8/15/1993
1993,1993,6,17,BLACKSTONE BAY,BC,AK,0.000,0.000,Misc Recreation,,1,,6/17/1993
1993,1993,4,9,BUFFALO MT,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,4/9/1993
1993,1993,4,8,WOLVERINE CIRQ,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,4/8/1993
1993,1993,4,8,CRESTED BUTTE,SA,CO,0.000,0.000,Ski Patroller,,1,,4/8/1993
1993,1993,4,3,ODYSSEY MT,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,4/3/1993
1993,1993,4,3,GAKONA GLACIER,BC,AK,0.000,0.000,Snowmobiler,,1,,4/3/1993
1993,1993,3,18,ST HWY 280,RD,NY,0.000,0.000,Motorist,,1,,3/18/1993
1993,1993,2,25,PINE CRST,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/25/1993
1993,1993,2,22,"TODD LAKE, near BEND",BC,OR,0.000,0.000,Backcountry Tourer,Snowboard,1,,2/22/1993
1993,1993,2,22,TWOTOP MOUNTAIN,BC,ID,0.000,0.000,Snowmobiler,,1,,2/22/1993
1993,1993,2,13,ARAPAHOE BASIN,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/13/1993
1993,1993,1,26,10 MILE CANYON,BC,CO,0.000,0.000,Climber,,1,,1/26/1993
1993,1993,1,22,BRECKENRIDGE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/22/1993
1993,1993,1,16,SUNDANCE,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,1/16/1993
1993,1993,1,13,SUNLIGHT,SA,CO,0.000,0.000,Inbounds Rider,Snowboard,1,,1/13/1993
1993,1993,1,12,EAST VAIL,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/12/1993
1993,1993,1,9,CAMERON PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/9/1993
1993,1993,1,9,MISSOULA,BC,MT,0.000,0.000,Hiker,,1,,1/9/1993
1993,1992,12,30,MAMMOTH LAKES,TN,CA,0.000,0.000,Snowplayer,Snowboard,1,,12/30/1992
1993,1992,12,28,TOGWOTEE PASS,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,12/28/1992
1993,1992,12,21,STANLEY,BC,ID,0.000,0.000,Others at Work,,1,,12/21/1992
1993,1992,12,3,EAST VAIL CHUTES,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,12/3/1992
1993,1992,11,22,HEALY,TN,AK,0.000,0.000,Snowplayer,,1,,11/22/1992
1993,1992,11,8,CHUGACH MTNS,BC,AK,0.000,0.000,Backcountry Tourer,Ski,2,,11/8/1992
1993,1992,11,1,Rocky Mountain Nat Park / FLATTOP,BC,CO,0.000,0.000,Climber,,2,,11/1/1992
1992,1992,6,18,MT FORAKER,BC,AK,0.000,0.000,Climber,,2,,6/18/1992
1992,1992,6,13,LOOKOUT PK,BC,CO,0.000,0.000,Climber,,1,,6/13/1992
1992,1992,6,13,S MAROON PK,BC,CO,0.000,0.000,Climber,,2,,6/13/1992
1992,1992,4,1,BERTHOUD PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,4/1/1992
1992,1992,4,1,SNOWBIRD,BC,UT,0.000,0.000,Sidecountry Rider,Ski,1,,4/1/1992
1992,1992,3,29,MONTEZUMA,BC,CO,0.000,0.000,Mechanized Guiding Client,,1,,3/29/1992
1992,1992,3,5,RED MOUNTAIN PASS,RD,CO,0.000,0.000,Highway Personnel,,1,,3/5/1992
1992,1992,3,1,LOST LAKE,BC,CO,0.000,0.000,Hiker,Snowshoe,1,,3/1/1992
1992,1992,2,29,MT RAINER,BC,WA,0.000,0.000,Climber,,2,,2/29/1992
1992,1992,2,29,JED SMITH WILDX,BC,WY,0.000,0.000,Snowmobiler,,1,,2/29/1992
1992,1992,2,25,SNEFFELS RANGE,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,2/25/1992
1992,1992,2,23,YELLOWSTONE,BC,WY,0.000,0.000,Others at Work,,1,,2/23/1992
1992,1992,2,18,BEAVER CREEK,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/18/1992
1992,1992,2,13,MT ROSE,BC,NV,0.000,0.000,Backcountry Tourer,Ski,1,,2/13/1992
1992,1992,2,12,LA SAL MTNS,BC,UT,0.000,0.000,Backcountry Tourer,Ski,4,,2/12/1992
1992,1992,2,11,MT BALDY,SA,CA,0.000,0.000,Sidecountry Rider,Ski,2,,2/11/1992
1992,1992,2,4,COOKE CITY,BC,MT,0.000,0.000,Snowmobiler,,1,,2/4/1992
1991,1991,4,20,LONGS PEAK RMNP,BC,CO,0.000,0.000,Climber,,1,,4/20/1991
1991,1991,3,17,LOVELAND PASS / GRIZZLY PK,BC,CO,0.000,0.000,Snowplayer,,1,,3/17/1991
1991,1991,3,6,CASTLE CREEK,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/6/1991
1991,1991,2,24,MT WASHINGTON TUCKMANS,BC,NH,0.000,0.000,Climber,,1,,2/24/1991
1991,1991,2,17,COTTENWOOD PASS,BC,CO,0.000,0.000,Snowmobiler,,1,,2/17/1991
1991,1991,2,5,ARAPAHOE BASIN OB,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/5/1991
1991,1990,12,29,POWERLINE PASS,BC,AK,0.000,0.000,Snowmobiler,,1,,12/29/1990
1991,1990,12,2,TENMILE RANGE / FLETCHER MTN,BC,CO,0.000,0.000,Climber,,1,,12/2/1990
1991,1990,11,7,LAPLATA MTNS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,11/7/1990
1990,1990,3,15,ALPINE MEADOWS / MUNCHKIN CHUTES / CHADS CLIFF,SA,CA,0.000,0.000,Sidecountry Rider,Ski,1,,3/15/1990
1990,1990,3,7,RED MOUNTAIN PASS / OH BOY,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/7/1990
1990,1990,3,3,HOMER,RS,AK,0.000,0.000,Snowplayer,,1,,3/3/1990
1990,1990,2,25,FREMONT PASS,BC,CO,0.000,0.000,Backcountry Tourer,Snowboard,1,,2/25/1990
1990,1990,2,18,CRESTED BUTTE,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/18/1990
1990,1990,1,18,WEST YELLOWSTONE / LIONSHEAD MTN,BC,MT,0.000,0.000,Snowmobiler,,1,,1/18/1990
1990,1990,1,2,VAIL / OB MUSHROOM BOWL,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/2/1990
1990,1989,11,26,LOGAN CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,11/26/1989
1989,1989,4,2,LOVELAND PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,4/2/1989
1989,1989,3,4,RUBY MTNS,BC,NV,0.000,0.000,Backcountry Tourer,Ski,1,,3/4/1989
1989,1989,2,19,MT HOOD MDWS,SA,OR,0.000,0.000,Ski Patroller,,1,,2/19/1989
1989,1989,2,14,TELLURIDE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,2,,2/14/1989
1989,1989,2,5,CRESTED BUTTE,TN,CO,0.000,0.000,Resident,Foot,1,,2/5/1989
1989,1988,12,6,KENI PENINSULA / TINCAN PEAK,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,12/6/1988
1988,1988,6,16,MT BLACKBURN,BC,AK,0.000,0.000,Climber,,2,,6/16/1988
1988,1988,3,6,MT RAINIER,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,3/6/1988
1988,1988,1,10,ASHCROFT / PEARL PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,3,,1/10/1988
1988,1987,12,29,BERTHOUD PASS 2ND CREEK,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,12/29/1987
1987,1987,6,17,EXIT GLACIER,BC,AK,0.000,0.000,Hiker,,1,,6/17/1987
1987,1987,6,13,MT BORAH,BC,ID,0.000,0.000,Climber,,1,,6/13/1987
1987,1987,5,22,MT HUNTER,BC,AK,0.000,0.000,Climber,,1,,5/22/1987
1987,1987,5,6,DENALI / MT FORAKER,BC,AK,0.000,0.000,Climber,,4,,5/6/1987
1987,1987,3,15,SHRINE PASS,BC,CO,0.000,0.000,Snowmobiler,,2,,3/15/1987
1987,1987,3,3,WOLF CREEK PASS / TREASURE MTN,BC,CO,0.000,0.000,Mechanized Guiding Client,,1,,3/3/1987
1987,1987,2,18,BRECKENRIDGE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,4,,2/18/1987
1987,1987,2,15,BRIGHTON,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/15/1987
1987,1987,2,14,TELLURIDE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/14/1987
1987,1987,2,2,TELLURIDE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,2,,2/2/1987
1987,1987,1,31,MT ELLIS,BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,1/31/1987
1987,1987,1,8,TELLURIDE,BC,CO,0.000,0.000,Sidecountry Rider,Ski,1,,1/8/1987
1987,1986,11,20,ALTA,SA,UT,0.000,0.000,Hiker,,1,,11/20/1986
1986,1986,8,3,MT BAKER,BC,WA,0.000,0.000,Climber,,2,,8/3/1986
1986,1986,2,26,VAIL (ob),SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,2/26/1986
1986,1986,2,19,ALTA,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,2/19/1986
1986,1986,2,17,BRIGHTON,BC,UT,0.000,0.000,Backcountry Tourer,Snowboard,1,"2 backcountry snowboarders caught, 1 partially buried and injured, 1 buried and killed",2/17/1986
1986,1986,2,17,JACKSON HOLE,SA,WY,0.000,0.000,Ski Patroller,,1,,2/17/1986
1986,1986,2,15,TWIN LAKES,TN,CA,0.000,0.000,Resident,Foot,1,,2/15/1986
1986,1986,2,7,MT ELLIS,BC,MT,0.000,0.000,Backcountry Tourer,Ski,2,,2/7/1986
1986,1986,1,6,PROVO CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,1/6/1986
1986,1985,12,2,JACKSON HOLE,SA,WY,0.000,0.000,Ski Patroller,,1,,12/2/1985
1986,1985,11,29,SUGAR BOWL,SA,CA,0.000,0.000,Inbounds Rider,Ski,1,,11/29/1985
1986,1985,11,21,FRENCH GULCH,BC,CO,0.000,0.000,Backcountry Tourer,Ski,2,,11/21/1985
1986,1985,11,17,LA PLATA MTNS,BC,CO,0.000,0.000,Miner,,1,,11/17/1985
1986,1985,11,13,CATHERINES PASS,BC,UT,0.000,0.000,Backcountry Tourer,Ski,2,,11/13/1985
1985,1985,5,12,WHITEHORSE MTN,BC,WA,0.000,0.000,Climber,,1,,5/12/1985
1985,1985,3,24,BERTHOUD PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/24/1985
1985,1985,3,19,PARK CITY,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,3/19/1985
1985,1985,3,10,EAGLE RIVER,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,3/10/1985
1985,1985,3,2,HATCHER PASS,BC,AK,0.000,0.000,Snowmobiler,,1,,3/2/1985
1985,1985,2,22,POWDER MTN,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,2/22/1985
1985,1985,2,12,ROBERTS,TN,MT,0.000,0.000,Snowplayer,,1,,2/12/1985
1985,1985,2,9,LOLO PASS,BC,ID,0.000,0.000,Backcountry Tourer,Ski,1,,2/9/1985
1985,1985,2,9,MT SI,BC,WA,0.000,0.000,Climber,,1,,2/9/1985
1985,1985,2,9,SNOWY RANGE,BC,WY,0.000,0.000,Snowmobiler,,1,,2/9/1985
1985,1985,2,3,GRAND TETON,BC,WY,0.000,0.000,Climber,,1,,2/3/1985
1985,1984,12,31,ASHCROFT,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,12/31/1984
1985,1984,12,13,ASPEN,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,12/13/1984
1985,1984,10,17,KELSO MTN,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,10/17/1984
1984,1984,6,18,ELK MTNS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,6/18/1984
1984,1984,5,27,SOURCE LAKE,BC,WA,0.000,0.000,Climber,,1,,5/27/1984
1984,1984,4,14,MARBLE / CHAIR MTN,BC,CO,0.000,0.000,Climber,,1,,4/14/1984
1984,1984,4,2,"EAGLE PK, CHUG",BC,AK,0.000,0.000,Climber,,1,,4/2/1984
1984,1984,3,31,ASPEN HIGHLANDS,BC,CO,0.000,0.000,Ski Patroller,Ski,3,,3/31/1984
1984,1984,3,19,DALLAS DIVIDE,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/19/1984
1984,1984,3,17,VAIL PASS,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/17/1984
1984,1984,2,16,SNOW KING,SA,WY,0.000,0.000,Sidecountry Rider,Ski,1,,2/16/1984
1984,1984,2,8,MT KATAHDIN,BC,ME,0.000,0.000,Climber,,2,,2/8/1984
1984,1984,1,26,Town of Steamboat,TN,CO,0.000,0.000,Resident,Foot,1,,1/26/1984
1984,1984,1,2,ALTA,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,1/2/1984
1984,1983,12,18,COPPER MOUNTAIN,SA,CO,0.000,0.000,Ski Patroller,,1,,12/18/1983
1983,1983,6,26,MT SHUKSAN,BC,WA,0.000,0.000,Climber,,2,,6/26/1983
1983,1983,4,16,GRANITE MT,BC,WA,0.000,0.000,Hiker,,1,,4/16/1983
1983,1983,4,2,MT SHASTA,BC,CA,0.000,0.000,Climber,,1,,4/2/1983
1983,1983,3,12,GRAND LAKE,BC,CO,0.000,0.000,Snowmobiler,,1,,3/12/1983
1983,1983,3,9,CRESTED BUTTE,SA,CO,0.000,0.000,Sidecountry Rider,Ski,1,,3/9/1983
1983,1983,3,6,DEER CREEK,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,3/6/1983
1983,1983,2,19,BOZEMAN CREEK,BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,2/19/1983
1983,1983,1,30,WOLF CREEK PASS,SA,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/30/1983
1983,1983,1,1,STANLEY,BC,ID,0.000,0.000,Snowmobiler,,1,,1/1/1983
1983,1982,12,25,MONTEZUMA,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,12/25/1982
1983,1982,12,24,BIG SKY,SA,MT,0.000,0.000,Ski Patroller,,1,,12/24/1982
